month,sales,category,actual_price,product_id,product_name,base_cat,PED
January,125.50085927354567,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,31.08,B07JZSG42Y,Borosil Prime Grill Sandwich Maker (Grey),Home&Kitchen,0.8485394661900859
February,103.0945575131158,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,31.08,B07JZSG42Y,Borosil Prime Grill Sandwich Maker (Grey),Home&Kitchen,0.8485394661900859
March,89.4219693588048,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,31.08,B07JZSG42Y,Borosil Prime Grill Sandwich Maker (Grey),Home&Kitchen,0.8485394661900859
January,143.2973795896162,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",39.48,B07K19NYZ8,Usha Hc 812 T Thermo Fan Room Heater,Home&Kitchen,0.188327652677941
February,110.99701708100027,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",39.48,B07K19NYZ8,Usha Hc 812 T Thermo Fan Room Heater,Home&Kitchen,0.188327652677941
March,88.73770281716234,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",39.48,B07K19NYZ8,Usha Hc 812 T Thermo Fan Room Heater,Home&Kitchen,0.188327652677941
January,202.56124103866412,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",4.85,B07L5L4GTB,Epson 003 65 ml for EcoTank L1110/L3100/L3101/L3110/L3115/L3116/L3150/L3151/L3152/L3156/L5190 Black Ink Bottle,Computers&Accessories,1.8273492015130823
February,171.89143425139034,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",4.85,B07L5L4GTB,Epson 003 65 ml for EcoTank L1110/L3100/L3101/L3110/L3115/L3116/L3150/L3151/L3152/L3156/L5190 Black Ink Bottle,Computers&Accessories,1.8273492015130823
March,162.0964193258905,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",4.85,B07L5L4GTB,Epson 003 65 ml for EcoTank L1110/L3100/L3101/L3110/L3115/L3116/L3150/L3151/L3152/L3156/L5190 Black Ink Bottle,Computers&Accessories,1.8273492015130823
January,159.88969455187805,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,13.19,B07LFWP97N,"Gizga Essentials Laptop Bag Sleeve Case Cover Pouch with Handle for 14.1 Inch Laptop for Men & Women, Padded Laptop Compartment, Premium Zipper Closure, Water Repellent Nylon Fabric, Grey",Computers&Accessories,-0.0434813774562866
February,94.24782138470572,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,13.19,B07LFWP97N,"Gizga Essentials Laptop Bag Sleeve Case Cover Pouch with Handle for 14.1 Inch Laptop for Men & Women, Padded Laptop Compartment, Premium Zipper Closure, Water Repellent Nylon Fabric, Grey",Computers&Accessories,-0.0434813774562866
March,86.29510988071151,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,13.19,B07LFWP97N,"Gizga Essentials Laptop Bag Sleeve Case Cover Pouch with Handle for 14.1 Inch Laptop for Men & Women, Padded Laptop Compartment, Premium Zipper Closure, Water Repellent Nylon Fabric, Grey",Computers&Accessories,-0.0434813774562866
January,174.43883097937416,Electronics|Cameras&Photography|Accessories|Tripods&Monopods|Tabletop&TravelTripods,47.88,B07N42JB4S,"SYVO WT 3130 Aluminum Tripod (133CM), Universal Lightweight Tripod with Mobile Phone Holder Mount & Carry Bag for All Smart Phones, Gopro, Cameras - Brown",Electronics,-0.7165477803375009
February,108.88151752583094,Electronics|Cameras&Photography|Accessories|Tripods&Monopods|Tabletop&TravelTripods,47.88,B07N42JB4S,"SYVO WT 3130 Aluminum Tripod (133CM), Universal Lightweight Tripod with Mobile Phone Holder Mount & Carry Bag for All Smart Phones, Gopro, Cameras - Brown",Electronics,-0.7165477803375009
March,127.51720777331208,Electronics|Cameras&Photography|Accessories|Tripods&Monopods|Tabletop&TravelTripods,47.88,B07N42JB4S,"SYVO WT 3130 Aluminum Tripod (133CM), Universal Lightweight Tripod with Mobile Phone Holder Mount & Carry Bag for All Smart Phones, Gopro, Cameras - Brown",Electronics,-0.7165477803375009
January,141.96210358007406,Electronics|Mobiles&Accessories|MobileAccessories|Stands,17.99,B07Q4QV1DL,"ELV Aluminum Adjustable Mobile Phone Foldable Tabletop Stand Dock Mount for All Smartphones, Tabs, Kindle, iPad (Black)",Electronics,-1.0
February,123.81899880925603,Electronics|Mobiles&Accessories|MobileAccessories|Stands,17.99,B07Q4QV1DL,"ELV Aluminum Adjustable Mobile Phone Foldable Tabletop Stand Dock Mount for All Smartphones, Tabs, Kindle, iPad (Black)",Electronics,-1.0
March,105.761197188834,Electronics|Mobiles&Accessories|MobileAccessories|Stands,17.99,B07Q4QV1DL,"ELV Aluminum Adjustable Mobile Phone Foldable Tabletop Stand Dock Mount for All Smartphones, Tabs, Kindle, iPad (Black)",Electronics,-1.0
January,98.76391117043524,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,16.79,B07QCWY5XV,"Mobilife Bluetooth Extendable Selfie Stick with Tripod Stand and Wireless Remote,3-in-1 Multifunctional Selfie Stick Tripod for iPhone Samsung Mi Realme Oppo Vivo Google More,Black",Electronics,-0.1811809219889126
February,91.95136733069842,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,16.79,B07QCWY5XV,"Mobilife Bluetooth Extendable Selfie Stick with Tripod Stand and Wireless Remote,3-in-1 Multifunctional Selfie Stick Tripod for iPhone Samsung Mi Realme Oppo Vivo Google More,Black",Electronics,-0.1811809219889126
March,87.81083171799466,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,16.79,B07QCWY5XV,"Mobilife Bluetooth Extendable Selfie Stick with Tripod Stand and Wireless Remote,3-in-1 Multifunctional Selfie Stick Tripod for iPhone Samsung Mi Realme Oppo Vivo Google More,Black",Electronics,-0.1811809219889126
January,195.22427334844636,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,15.59,B07S851WX5,"Prestige Sandwich Maker PGMFD 01, Black",Home&Kitchen,0.8485394661900859
February,94.57642210952956,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,15.59,B07S851WX5,"Prestige Sandwich Maker PGMFD 01, Black",Home&Kitchen,0.8485394661900859
March,60.164584132226054,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,15.59,B07S851WX5,"Prestige Sandwich Maker PGMFD 01, Black",Home&Kitchen,0.8485394661900859
January,91.94839445499366,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",31.92,B07SPVMSC6,Bajaj Frore 1200 mm Ceiling Fan (Brown),Home&Kitchen,-0.3268374672965444
February,62.034664406170286,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",31.92,B07SPVMSC6,Bajaj Frore 1200 mm Ceiling Fan (Brown),Home&Kitchen,-0.3268374672965444
March,91.64041990222805,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",31.92,B07SPVMSC6,Bajaj Frore 1200 mm Ceiling Fan (Brown),Home&Kitchen,-0.3268374672965444
January,182.76597035920025,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,46.79,B07TXCY3YK,"Butterfly Hero Mixer Grinder, 500W, 3 Jars (Grey)",Home&Kitchen,-0.5059403937101586
February,111.98942202521657,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,46.79,B07TXCY3YK,"Butterfly Hero Mixer Grinder, 500W, 3 Jars (Grey)",Home&Kitchen,-0.5059403937101586
March,124.42228883599226,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,46.79,B07TXCY3YK,"Butterfly Hero Mixer Grinder, 500W, 3 Jars (Grey)",Home&Kitchen,-0.5059403937101586
January,346.58263687322346,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",24.0,B07VX71FZP,"Amazon Brand - Solimo 2000/1000 Watts Room Heater with Adjustable Thermostat (ISI certified, White colour, Ideal for small to medium room/area)",Home&Kitchen,0.188327652677941
February,223.8225435598269,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",24.0,B07VX71FZP,"Amazon Brand - Solimo 2000/1000 Watts Room Heater with Adjustable Thermostat (ISI certified, White colour, Ideal for small to medium room/area)",Home&Kitchen,0.188327652677941
March,229.0292323819038,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",24.0,B07VX71FZP,"Amazon Brand - Solimo 2000/1000 Watts Room Heater with Adjustable Thermostat (ISI certified, White colour, Ideal for small to medium room/area)",Home&Kitchen,0.188327652677941
January,141.03610468044178,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,14.94,B07WMS7TWB,"Pigeon by Stovekraft Amaze Plus Electric Kettle (14289) with Stainless Steel Body, 1.5 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",Home&Kitchen,-0.2771157722455705
February,95.29783435404642,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,14.94,B07WMS7TWB,"Pigeon by Stovekraft Amaze Plus Electric Kettle (14289) with Stainless Steel Body, 1.5 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",Home&Kitchen,-0.2771157722455705
March,95.4541925990195,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,14.94,B07WMS7TWB,"Pigeon by Stovekraft Amaze Plus Electric Kettle (14289) with Stainless Steel Body, 1.5 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",Home&Kitchen,-0.2771157722455705
January,99.02784118089588,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",27.54,B07X2L5Z8C,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Graphite",Computers&Accessories,0.4850524105405454
February,77.5763339033655,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",27.54,B07X2L5Z8C,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Graphite",Computers&Accessories,0.4850524105405454
March,66.09217042838912,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",27.54,B07X2L5Z8C,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Graphite",Computers&Accessories,0.4850524105405454
January,184.53306749453662,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,11.99,B07XJYYH7L,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)",Computers&Accessories,-1.0
February,117.31506731509349,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,11.99,B07XJYYH7L,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)",Computers&Accessories,-1.0
March,103.02414389918889,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,11.99,B07XJYYH7L,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)",Computers&Accessories,-1.0
January,611.0143424604458,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,39.59,B07XLML2YS,TP-Link Tapo 360° 2MP 1080p Full HD Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound and Light Alarm| Indoor CCTV (Tapo C200) White,Electronics,0.045720785785796
February,370.07061114736047,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,39.59,B07XLML2YS,TP-Link Tapo 360° 2MP 1080p Full HD Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound and Light Alarm| Indoor CCTV (Tapo C200) White,Electronics,0.045720785785796
March,315.64929262407725,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,39.59,B07XLML2YS,TP-Link Tapo 360° 2MP 1080p Full HD Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound and Light Alarm| Indoor CCTV (Tapo C200) White,Electronics,0.045720785785796
January,260.17715486550645,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,11.99,B07Z1X6VFC,"AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",Computers&Accessories,-0.0434813774562866
February,127.95435237069466,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,11.99,B07Z1X6VFC,"AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",Computers&Accessories,-0.0434813774562866
March,73.15712358662407,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,11.99,B07Z1X6VFC,"AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",Computers&Accessories,-0.0434813774562866
January,115.77703111034745,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.79,B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,-1.0
February,50.683875423689884,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.79,B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,-1.0
March,43.39183597449739,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.79,B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,-1.0
January,182.28109191798785,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,35.94,B083GKDRKR,"Havells Aqua Plus 1.2 litre Double Wall Kettle / 304 Stainless Steel Inner Body / Cool touch outer body / Wider mouth/ 2 Year warranty (Black, 1500 Watt)",Home&Kitchen,-0.2771157722455705
February,129.0598138480344,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,35.94,B083GKDRKR,"Havells Aqua Plus 1.2 litre Double Wall Kettle / 304 Stainless Steel Inner Body / Cool touch outer body / Wider mouth/ 2 Year warranty (Black, 1500 Watt)",Home&Kitchen,-0.2771157722455705
March,143.64030035021185,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,35.94,B083GKDRKR,"Havells Aqua Plus 1.2 litre Double Wall Kettle / 304 Stainless Steel Inner Body / Cool touch outer body / Wider mouth/ 2 Year warranty (Black, 1500 Watt)",Home&Kitchen,-0.2771157722455705
January,138.23972981309342,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",23.94,B08461VC1Z,"Scarters Mouse Pad, Desk Mat Extended for Work from Home/Office/Gaming | Vegan PU Leather | Anti-Skid, Anti-Slip, Reversible Splash-Proof – Deskspread ~ Navy Blue & Yellow",Computers&Accessories,-0.950730838104878
February,98.93231763399723,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",23.94,B08461VC1Z,"Scarters Mouse Pad, Desk Mat Extended for Work from Home/Office/Gaming | Vegan PU Leather | Anti-Skid, Anti-Slip, Reversible Splash-Proof – Deskspread ~ Navy Blue & Yellow",Computers&Accessories,-0.950730838104878
March,91.98245161382303,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",23.94,B08461VC1Z,"Scarters Mouse Pad, Desk Mat Extended for Work from Home/Office/Gaming | Vegan PU Leather | Anti-Skid, Anti-Slip, Reversible Splash-Proof – Deskspread ~ Navy Blue & Yellow",Computers&Accessories,-0.950730838104878
January,154.97375406888446,OfficeProducts|OfficeElectronics|Calculators|Scientific,15.54,B0846D5CBP,"Casio FX-991ES Plus-2nd Edition Scientific Calculator, Black",OfficeProducts,0.2153032367474015
February,177.18055969746464,OfficeProducts|OfficeElectronics|Calculators|Scientific,15.54,B0846D5CBP,"Casio FX-991ES Plus-2nd Edition Scientific Calculator, Black",OfficeProducts,0.2153032367474015
March,196.96821113140294,OfficeProducts|OfficeElectronics|Calculators|Scientific,15.54,B0846D5CBP,"Casio FX-991ES Plus-2nd Edition Scientific Calculator, Black",OfficeProducts,0.2153032367474015
January,135.53079320109558,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",179.99,B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,-0.1900421646688701
February,109.65075419267582,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",179.99,B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,-0.1900421646688701
March,91.10246809961723,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",179.99,B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,-0.1900421646688701
January,110.83903935959736,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",21.6,B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,-1.0
February,94.71041320824304,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",21.6,B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,-1.0
March,107.38376609966276,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",21.6,B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,-1.0
January,146.13076589439447,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",5.99,B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",Electronics,-1.0
February,103.83944133006705,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",5.99,B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",Electronics,-1.0
March,88.40573942936769,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",5.99,B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",Electronics,-1.0
January,539.2600385861568,"Computers&Accessories|Printers,Inks&Accessories|Printers",52.0,B08D9NDZ1Y,"HP Deskjet 2331 Colour Printer, Scanner and Copier for Home/Small Office, Compact Size, Reliable, Easy Set-Up Through Smart App On Your Pc Connected Through USB, Ideal for Home.",Computers&Accessories,-0.1133040866069206
February,308.7972943243648,"Computers&Accessories|Printers,Inks&Accessories|Printers",52.0,B08D9NDZ1Y,"HP Deskjet 2331 Colour Printer, Scanner and Copier for Home/Small Office, Compact Size, Reliable, Easy Set-Up Through Smart App On Your Pc Connected Through USB, Ideal for Home.",Computers&Accessories,-0.1133040866069206
March,264.20352991359334,"Computers&Accessories|Printers,Inks&Accessories|Printers",52.0,B08D9NDZ1Y,"HP Deskjet 2331 Colour Printer, Scanner and Copier for Home/Small Office, Compact Size, Reliable, Easy Set-Up Through Smart App On Your Pc Connected Through USB, Ideal for Home.",Computers&Accessories,-0.1133040866069206
January,166.92568034422692,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3.59,B08DDRGWTJ,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories,-1.0
February,102.54747755833662,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3.59,B08DDRGWTJ,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories,-1.0
March,98.86248722626611,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3.59,B08DDRGWTJ,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories,-1.0
January,86.94436595595789,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",8.39,B08G28Z33M,realme Buds Classic Wired in Ear Earphones with Mic (Black),Electronics,-1.0
February,70.46583797817732,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",8.39,B08G28Z33M,realme Buds Classic Wired in Ear Earphones with Mic (Black),Electronics,-1.0
March,56.607836790393485,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",8.39,B08G28Z33M,realme Buds Classic Wired in Ear Earphones with Mic (Black),Electronics,-1.0
January,145.29684583586277,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,35.99,B08H21B6V7,Nokia 150 (2020) (Cyan),Electronics,-0.5550579896005244
February,82.30359628609145,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,35.99,B08H21B6V7,Nokia 150 (2020) (Cyan),Electronics,-0.5550579896005244
March,68.68432476789947,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,35.99,B08H21B6V7,Nokia 150 (2020) (Cyan),Electronics,-0.5550579896005244
January,114.04946686632734,Electronics|Cameras&Photography|Flashes|Macro&RinglightFlashes,23.99,B08MCD9JFY,"Tygot 10 Inches Big LED Ring Light for Camera, Phone tiktok YouTube Video Shooting and Makeup, 10"" inch Ring Light with 7 Feet Long Foldable and Lightweight Tripod Stand",Electronics,0.0095205027448125
February,91.62984886066948,Electronics|Cameras&Photography|Flashes|Macro&RinglightFlashes,23.99,B08MCD9JFY,"Tygot 10 Inches Big LED Ring Light for Camera, Phone tiktok YouTube Video Shooting and Makeup, 10"" inch Ring Light with 7 Feet Long Foldable and Lightweight Tripod Stand",Electronics,0.0095205027448125
March,111.07832260683108,Electronics|Cameras&Photography|Flashes|Macro&RinglightFlashes,23.99,B08MCD9JFY,"Tygot 10 Inches Big LED Ring Light for Camera, Phone tiktok YouTube Video Shooting and Makeup, 10"" inch Ring Light with 7 Feet Long Foldable and Lightweight Tripod Stand",Electronics,0.0095205027448125
January,175.3404439870038,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,9.58,B08NCKT9FG,Boat A 350 Type C Cable 1.5m(Jet Black),Computers&Accessories,-1.0
February,104.39999350574473,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,9.58,B08NCKT9FG,Boat A 350 Type C Cable 1.5m(Jet Black),Computers&Accessories,-1.0
March,96.7078243559713,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,9.58,B08NCKT9FG,Boat A 350 Type C Cable 1.5m(Jet Black),Computers&Accessories,-1.0
January,154.6996616433561,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",5.99,B08PKBMJKS,Airtel DigitalTV HD Setup Box Remote,Electronics,-1.0
February,100.30478652932095,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",5.99,B08PKBMJKS,Airtel DigitalTV HD Setup Box Remote,Electronics,-1.0
March,91.07915668269604,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",5.99,B08PKBMJKS,Airtel DigitalTV HD Setup Box Remote,Electronics,-1.0
January,174.7362076723119,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,13.19,B08PSVBB2X,"Zoul USB C to USB C Fast Charging Cable 65W Type C to Type C Nylon Braided Cord Compatible with Macbook Oneplus 9 10R Samsung Galaxy S22 S21 Ultra Z Flip3 Macbook Air/Pro M1 Google Pixel 11'' iPad Pro 2020/2018 (2M, Grey)",Computers&Accessories,-1.0
February,125.08516552183453,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,13.19,B08PSVBB2X,"Zoul USB C to USB C Fast Charging Cable 65W Type C to Type C Nylon Braided Cord Compatible with Macbook Oneplus 9 10R Samsung Galaxy S22 S21 Ultra Z Flip3 Macbook Air/Pro M1 Google Pixel 11'' iPad Pro 2020/2018 (2M, Grey)",Computers&Accessories,-1.0
March,102.69384899719753,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,13.19,B08PSVBB2X,"Zoul USB C to USB C Fast Charging Cable 65W Type C to Type C Nylon Braided Cord Compatible with Macbook Oneplus 9 10R Samsung Galaxy S22 S21 Ultra Z Flip3 Macbook Air/Pro M1 Google Pixel 11'' iPad Pro 2020/2018 (2M, Grey)",Computers&Accessories,-1.0
January,82.53572239284149,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,5.99,B08R69VDHT,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfer Perfect for Android Smart Phones White 1.2 Meter Made in India (Pack of 2)",Computers&Accessories,-1.0
February,66.00823216725588,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,5.99,B08R69VDHT,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfer Perfect for Android Smart Phones White 1.2 Meter Made in India (Pack of 2)",Computers&Accessories,-1.0
March,57.62510233276245,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,5.99,B08R69VDHT,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfer Perfect for Android Smart Phones White 1.2 Meter Made in India (Pack of 2)",Computers&Accessories,-1.0
January,381.54434738093204,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,11.99,B08RP2L2NL,"King Shine Multi Retractable 3.0A Fast Charger Cord, Multiple Charging Cable 4Ft/1.2m 3-in-1 USB Charge Cord Compatible with Phone/Type C/Micro USB for All Android and iOS Smartphones (Random Colour)",Computers&Accessories,-1.0
February,217.15336332017245,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,11.99,B08RP2L2NL,"King Shine Multi Retractable 3.0A Fast Charger Cord, Multiple Charging Cable 4Ft/1.2m 3-in-1 USB Charge Cord Compatible with Phone/Type C/Micro USB for All Android and iOS Smartphones (Random Colour)",Computers&Accessories,-1.0
